Language,Benchmark,Transform,Platform,NewMethod,EsMode,JsArgs,Estimator,TimePerElapsed,YieldInterval,ResampleInterval,RunningTime,NumYields
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,375,NA
scala,Regexdna,native,NA,NA,NA,NA,NA,NA,NA,NA,295,NA
scala,Mandelbrot,native,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA
scala,Spectralnorm,native,NA,NA,NA,NA,NA,NA,NA,NA,1647,NA
scala,BinaryTrees,native,NA,NA,NA,NA,NA,NA,NA,NA,1220,NA
scala,Fasta,native,NA,NA,NA,NA,NA,NA,NA,NA,386,NA
scala,Regexredux,native,NA,NA,NA,NA,NA,NA,NA,NA,309,NA
scala,LongMicro,native,NA,NA,NA,NA,NA,NA,NA,NA,2721,NA
scala,Fannkuchredux,native,NA,NA,NA,NA,NA,NA,NA,NA,477,NA
scala,Meteor,native,NA,NA,NA,NA,NA,NA,NA,NA,655,NA
scala,Pidigits3,native,NA,NA,NA,NA,NA,NA,NA,NA,603,NA
scala,FastaRedux,native,NA,NA,NA,NA,NA,NA,NA,NA,241,NA
scala,Tracer,native,NA,NA,NA,NA,NA,NA,NA,NA,3695,NA
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,372,NA
scala,Regexdna,native,NA,NA,NA,NA,NA,NA,NA,NA,296,NA
scala,Mandelbrot,native,NA,NA,NA,NA,NA,NA,NA,NA,1819,NA
scala,Spectralnorm,native,NA,NA,NA,NA,NA,NA,NA,NA,1643,NA
scala,BinaryTrees,native,NA,NA,NA,NA,NA,NA,NA,NA,1243,NA
scala,Fasta,native,NA,NA,NA,NA,NA,NA,NA,NA,390,NA
scala,Regexredux,native,NA,NA,NA,NA,NA,NA,NA,NA,301,NA
scala,LongMicro,native,NA,NA,NA,NA,NA,NA,NA,NA,2659,NA
scala,Fannkuchredux,native,NA,NA,NA,NA,NA,NA,NA,NA,481,NA
scala,Meteor,native,NA,NA,NA,NA,NA,NA,NA,NA,672,NA
scala,Pidigits3,native,NA,NA,NA,NA,NA,NA,NA,NA,588,NA
scala,FastaRedux,native,NA,NA,NA,NA,NA,NA,NA,NA,238,NA
scala,Tracer,native,NA,NA,NA,NA,NA,NA,NA,NA,3482,NA
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,369,NA
scala,Regexdna,native,NA,NA,NA,NA,NA,NA,NA,NA,296,NA
scala,Mandelbrot,native,NA,NA,NA,NA,NA,NA,NA,NA,1796,NA
scala,Spectralnorm,native,NA,NA,NA,NA,NA,NA,NA,NA,1633,NA
scala,BinaryTrees,native,NA,NA,NA,NA,NA,NA,NA,NA,1228,NA
scala,Fasta,native,NA,NA,NA,NA,NA,NA,NA,NA,397,NA
scala,Regexredux,native,NA,NA,NA,NA,NA,NA,NA,NA,302,NA
scala,LongMicro,native,NA,NA,NA,NA,NA,NA,NA,NA,2628,NA
scala,Fannkuchredux,native,NA,NA,NA,NA,NA,NA,NA,NA,477,NA
scala,Meteor,native,NA,NA,NA,NA,NA,NA,NA,NA,685,NA
scala,Pidigits3,native,NA,NA,NA,NA,NA,NA,NA,NA,594,NA
scala,FastaRedux,native,NA,NA,NA,NA,NA,NA,NA,NA,237,NA
scala,Tracer,native,NA,NA,NA,NA,NA,NA,NA,NA,3701,NA
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,372,NA
scala,Regexdna,native,NA,NA,NA,NA,NA,NA,NA,NA,303,NA
scala,Mandelbrot,native,NA,NA,NA,NA,NA,NA,NA,NA,1794,NA
scala,Spectralnorm,native,NA,NA,NA,NA,NA,NA,NA,NA,1639,NA
scala,BinaryTrees,native,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA
scala,Fasta,native,NA,NA,NA,NA,NA,NA,NA,NA,390,NA
scala,Regexredux,native,NA,NA,NA,NA,NA,NA,NA,NA,304,NA
scala,LongMicro,native,NA,NA,NA,NA,NA,NA,NA,NA,2694,NA
scala,Fannkuchredux,native,NA,NA,NA,NA,NA,NA,NA,NA,502,NA
scala,Meteor,native,NA,NA,NA,NA,NA,NA,NA,NA,666,NA
scala,Pidigits3,native,NA,NA,NA,NA,NA,NA,NA,NA,590,NA
scala,FastaRedux,native,NA,NA,NA,NA,NA,NA,NA,NA,239,NA
scala,Tracer,native,NA,NA,NA,NA,NA,NA,NA,NA,3446,NA
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,375,NA
scala,Regexdna,native,NA,NA,NA,NA,NA,NA,NA,NA,295,NA
scala,Mandelbrot,native,NA,NA,NA,NA,NA,NA,NA,NA,1795,NA
scala,Spectralnorm,native,NA,NA,NA,NA,NA,NA,NA,NA,1638,NA
scala,BinaryTrees,native,NA,NA,NA,NA,NA,NA,NA,NA,1256,NA
scala,Fasta,native,NA,NA,NA,NA,NA,NA,NA,NA,390,NA
scala,Regexredux,native,NA,NA,NA,NA,NA,NA,NA,NA,300,NA
scala,LongMicro,native,NA,NA,NA,NA,NA,NA,NA,NA,2646,NA
scala,Fannkuchredux,native,NA,NA,NA,NA,NA,NA,NA,NA,498,NA
scala,Meteor,native,NA,NA,NA,NA,NA,NA,NA,NA,679,NA
scala,Pidigits3,native,NA,NA,NA,NA,NA,NA,NA,NA,600,NA
scala,FastaRedux,native,NA,NA,NA,NA,NA,NA,NA,NA,237,NA
scala,Tracer,native,NA,NA,NA,NA,NA,NA,NA,NA,3537,NA
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,380,NA
scala,Regexdna,native,NA,NA,NA,NA,NA,NA,NA,NA,299,NA
scala,Mandelbrot,native,NA,NA,NA,NA,NA,NA,NA,NA,1792,NA
scala,Spectralnorm,native,NA,NA,NA,NA,NA,NA,NA,NA,1634,NA
scala,BinaryTrees,native,NA,NA,NA,NA,NA,NA,NA,NA,1241,NA
scala,Fasta,native,NA,NA,NA,NA,NA,NA,NA,NA,392,NA
scala,Regexredux,native,NA,NA,NA,NA,NA,NA,NA,NA,301,NA
scala,LongMicro,native,NA,NA,NA,NA,NA,NA,NA,NA,2654,NA
scala,Fannkuchredux,native,NA,NA,NA,NA,NA,NA,NA,NA,504,NA
scala,Meteor,native,NA,NA,NA,NA,NA,NA,NA,NA,677,NA
scala,Pidigits3,native,NA,NA,NA,NA,NA,NA,NA,NA,616,NA
scala,FastaRedux,native,NA,NA,NA,NA,NA,NA,NA,NA,239,NA
scala,Tracer,native,NA,NA,NA,NA,NA,NA,NA,NA,3715,NA
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,375,NA
scala,Regexdna,native,NA,NA,NA,NA,NA,NA,NA,NA,287,NA
scala,Mandelbrot,native,NA,NA,NA,NA,NA,NA,NA,NA,1807,NA
scala,Spectralnorm,native,NA,NA,NA,NA,NA,NA,NA,NA,1637,NA
scala,BinaryTrees,native,NA,NA,NA,NA,NA,NA,NA,NA,1208,NA
scala,Fasta,native,NA,NA,NA,NA,NA,NA,NA,NA,390,NA
scala,Regexredux,native,NA,NA,NA,NA,NA,NA,NA,NA,297,NA
scala,LongMicro,native,NA,NA,NA,NA,NA,NA,NA,NA,2593,NA
scala,Fannkuchredux,native,NA,NA,NA,NA,NA,NA,NA,NA,474,NA
scala,Meteor,native,NA,NA,NA,NA,NA,NA,NA,NA,658,NA
scala,Pidigits3,native,NA,NA,NA,NA,NA,NA,NA,NA,625,NA
scala,FastaRedux,native,NA,NA,NA,NA,NA,NA,NA,NA,240,NA
scala,Tracer,native,NA,NA,NA,NA,NA,NA,NA,NA,3457,NA
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,369,NA
scala,Regexdna,native,NA,NA,NA,NA,NA,NA,NA,NA,295,NA
scala,Mandelbrot,native,NA,NA,NA,NA,NA,NA,NA,NA,1808,NA
scala,Spectralnorm,native,NA,NA,NA,NA,NA,NA,NA,NA,1641,NA
scala,BinaryTrees,native,NA,NA,NA,NA,NA,NA,NA,NA,1225,NA
scala,Fasta,native,NA,NA,NA,NA,NA,NA,NA,NA,388,NA
scala,Regexredux,native,NA,NA,NA,NA,NA,NA,NA,NA,297,NA
scala,LongMicro,native,NA,NA,NA,NA,NA,NA,NA,NA,2668,NA
scala,Fannkuchredux,native,NA,NA,NA,NA,NA,NA,NA,NA,508,NA
scala,Meteor,native,NA,NA,NA,NA,NA,NA,NA,NA,677,NA
scala,Pidigits3,native,NA,NA,NA,NA,NA,NA,NA,NA,600,NA
scala,FastaRedux,native,NA,NA,NA,NA,NA,NA,NA,NA,238,NA
scala,Tracer,native,NA,NA,NA,NA,NA,NA,NA,NA,3700,NA
scala,Knucleotide,native,NA,NA,NA,NA,NA,NA,NA,NA,377,NA
